-5.889099999999999890e-02,2.244031823291187024e-03,8.789263130031196598e-04,1.495008882896976843e+02
-5.803400000000000225e-02,1.317367113396223244e-03,1.066780625687304947e-03,1.494139034273474351e+02
-6.197400000000000131e-02,-3.342125238520491596e-04,1.407641431693294016e-03,1.494060233771946287e+02
-6.308700000000000419e-02,-3.789676715201805183e-04,6.796197688160995551e-04,1.494603249766792885e+02
-6.184300000000000214e-02,-3.410562431772590458e-04,4.596431008071584956e-04,1.494588855088296384e+02
-6.260499999999999399e-02,-5.502990309363975114e-04,5.395240533482217752e-04,1.495069473410939622e+02
-5.781399999999999734e-02,-1.386570581913620640e-06,4.474255061713690263e-04,1.494983702894845692e+02
-5.818199999999999761e-02,-3.427508606060799537e-04,1.704996065017852448e-04,1.493758500631414279e+02
-5.976599999999999968e-02,-6.231329584063339871e-04,2.415496390743849246e-05,1.494388757459635997e+02
-5.996200000000000141e-02,-6.966391247760374663e-04,-1.393611337541512377e-04,1.494326813543275136e+02
-6.327000000000000679e-02,-7.246314318715478498e-04,1.037793749220831767e-04,1.493750290200768518e+02
-5.761199999999999655e-02,-6.187664805685847954e-04,1.281938241784996691e-04,1.493689376520700876e+02
-5.876900000000000179e-02,-7.583175895904410279e-04,1.152874344099096243e-04,1.494079804816880994e+02
-5.599599999999999717e-02,-7.660659627945782396e-04,-5.881468338886060476e-07,1.494521088877569923e+02
-5.828699999999999853e-02,-9.317940120325675455e-04,3.324704316820819330e-05,1.494258749133992410e+02
-5.872999999999999748e-02,-8.053228448428227876e-04,5.706701235402398527e-06,1.494506709691730180e+02
-5.994200000000000222e-02,-6.778079901624414023e-04,1.246515229680984424e-04,1.494988707372490921e+02
-6.166599999999999859e-02,-7.635912851203197028e-04,1.300474970744174312e-04,1.495399079071927702e+02
-5.823300000000000004e-02,-6.833551410106094041e-04,1.686122800291053230e-04,1.495444125295849744e+02
-5.772399999999999753e-02,-7.671350011043879093e-04,2.743868677245196096e-05,1.495081098360818146e+02
-6.140600000000000225e-02,-6.973142117839949486e-04,-1.092713495862286899e-05,1.494952386330375020e+02
-6.265600000000000336e-02,-8.132503283553969712e-04,-1.484081811736254111e-04,1.494911029364354249e+02
-5.597900000000000098e-02,-6.736779277004289763e-04,-2.788237344697961698e-05,1.495084234712939804e+02
-6.144399999999999862e-02,-6.154948983488776676e-04,-5.058941819774463548e-05,1.494622663130279534e+02
-6.120600000000000346e-02,-5.589356580789532972e-04,-5.281433457326343498e-05,1.494879005728691652e+02
-5.745399999999999813e-02,-5.046570756119415566e-04,-7.263781593743370954e-05,1.494829327202290301e+02
